Date,Symbol,Open,High,Low,Close,Volume ETH,Volume USD,calendar_week
2019-01-28,ETHUSD,111.0,112.1,100.82,105.35,58880.87,6088646.92,5
2019-01-27,ETHUSD,115.01,115.22,110.57,111.0,34306.91,3862809.18,4
2019-01-26,ETHUSD,114.98,117.4,110.0,115.01,6633.12,766817.04,4
2019-01-25,ETHUSD,116.3,117.06,114.25,114.98,19107.57,2204291.96,4
2019-01-24,ETHUSD,116.45,117.05,113.8,116.3,19565.23,2262297.32,4
2019-01-23,ETHUSD,118.03,118.94,115.05,116.45,14761.03,1725130.62,4
2019-01-22,ETHUSD,116.01,119.59,111.06,118.03,20423.19,2373002.9,4
2019-01-21,ETHUSD,117.4,118.16,113.61,116.01,9428.34,1094767.74,4
2019-01-20,ETHUSD,123.6,123.62,115.81,117.4,12272.05,1453216.27,3
2019-01-19,ETHUSD,121.03,126.37,119.35,123.6,13809.19,1708704.8,3
2019-01-18,ETHUSD,122.43,122.63,118.2,119.51,10856.07,1305284.48,3
2019-01-17,ETHUSD,122.01,123.8,117.2,122.43,21131.92,2555257.68,3
2019-01-16,ETHUSD,120.0,127.51,119.38,122.01,30564.81,3728678.73,3
2019-01-15,ETHUSD,128.39,130.63,117.03,120.0,37707.28,4698503.54,3
2019-01-14,ETHUSD,115.35,131.47,115.35,128.39,41202.99,5109204.1,3
2019-01-13,ETHUSD,124.46,125.32,113.4,115.35,19682.87,2337070.41,2
2019-01-12,ETHUSD,125.77,127.31,123.35,124.46,5380.85,676645.86,2
2019-01-11,ETHUSD,126.43,128.82,121.66,125.77,16005.89,2015668.8,2
2019-01-10,ETHUSD,149.42,150.84,122.24,126.43,56725.36,7496323.86,2
2019-01-09,ETHUSD,148.83,153.12,148.15,149.42,21376.58,3225311.14,2
2019-01-08,ETHUSD,150.27,153.01,146.52,148.83,25718.8,3850561.0,2
2019-01-07,ETHUSD,155.83,157.07,148.45,150.27,30049.43,4589595.95,2
2019-01-06,ETHUSD,153.93,159.5,148.3,155.83,48883.44,7482491.33,1
2019-01-05,ETHUSD,153.56,160.7,152.02,153.93,23920.27,3759270.56,1
2019-01-04,ETHUSD,147.07,155.46,145.11,153.56,34482.59,5194087.23,1
2019-01-03,ETHUSD,153.57,154.39,144.48,147.07,20948.64,3114243.17,1
2019-01-02,ETHUSD,139.48,156.83,138.78,153.57,50997.02,7556046.75,1
2019-01-01,ETHUSD,130.8,140.92,128.72,139.48,22869.36,3056806.52,1
