date_in_ms;price
1405036800000;6.308.350.000.000.000
1405123200000;6.336.389.951.679.740
1405209600000;6.274.623.228.193.350
1405296000000;6.182.050.265.064.780
1405382400000;6.189.524.999.999.990
1405468800000;6.141.474.999.999.990
1405555200000;6.228.950.000.000.000
1405641600000;6.270.188.000.000.000
1405728000000;6.261.763.000.000.000
1405814400000;6.205.138
1405900800000;6.199.088.000.000.000
1405987200000;6.190.062.999.999.990
1406073600000;6.179.425.000.000.000
1406160000000;5.998.088
1406246400000;6.000.963.000.000.000
1406332800000;5.937.750.000.000.000
1406419200000;5.903.788
1406505600000;5.852.787.999.999.990
1406592000000;5.817.138
1406678400000;5.607.912.999.999.990
1406764800000;5.831.821.057.431.890
1406851200000;5.938.655.273.953.660
1406937600000;5.882.306.991.611.410
1407024000000;5.855.731.940.766.990
1407110400000;5.863.686.859.113.960
1407196800000;5.824.186.267.649.760
1407283200000;5.833.249.999.999.990
1407369600000;5.872.031.590.188.050
1407456000000;5.909.072.702.245.190
1407542400000;5.881.078.559.835.750
1407628800000;5.885.004.825.541.750
1407715200000;5.734.063
1407801600000;5.674.023.482.208.200
1407888000000;5.436.674.999.999.990
1407974400000;5.037.087.999.999.990
1408060800000;4.922.844.982.828.290
1408147200000;5.210.463.000.000.000
1408233600000;4.947.813
1408320000000;4.598.863.000.000.000
1408406400000;4.841.549.999.999.990
1408492800000;5.141.863.000.000.000
1408579200000;515.605
1408665600000;5.158.263.000.000.000
1408752000000;4.965.688.000.000.000
1408838400000;5.081.138
1408924800000;5.003.863
1409011200000;5.106.387.999.999.990
1409097600000;5.104.463
1409184000000;5.069.150.000.000.000
1409270400000;5.080.963
1409356800000;5.015.300.000.000.000
1409443200000;4.800.262.999.999.990
1409529600000;4.758.200.000.000.000
1409616000000;4.746.938
1409702400000;4.747.263.000.000.000
1409788800000;4.895.475.000.000.000
1409875200000;4.802.425.000.000.000
1409961600000;4.823.588
1410048000000;4.806.025
1410134400000;4.711.250.000.000.000
1410220800000;4.717.538
1410307200000;4.771.138
1410393600000;4.763.775.000.000.000
1410480000000;4.736.874.999.999.990
1410566400000;4.760.013
1410652800000;474.795
1410739200000;4.730.313
1410825600000;4.625.925
1410912000000;4.546.238.000.000.000
1410998400000;423.565
1411084800000;3.932.624.999.999.990
1411171200000;4.085.025
1411257600000;396.62
1411344000000;3.983.113.000.000.000
1411430400000;4.337.512.999.999.990
1411516800000;420.92
1411603200000;4.079.775
1411689600000;402.88
1411776000000;3.980.074.999.999.990
1411862400000;3.759.887.999.999.990
1411948800000;3.730.888
1412035200000;3.873.512.999.999.990
1412121600000;3.808.949.999.999.990
1412208000000;3.718.413
1412294400000;3.561.899.999.999.990
1412380800000;3.278.813
1412467200000;3.251.099.999.999.990
1412553600000;328.73
1412640000000;3.317.238
1412726400000;3.533.901.000.000.000
1412812800000;358.395
1412899200000;3.575.549.999.999.990
1412985600000;359.515
1413072000000;3.741.675.000.000.000
1413158400000;3.870.387.999.999.990
1413244800000;3.982.888
1413331200000;3.921.900.000.000.000
1413417600000;3.793.912.999.999.990
1413504000000;3.802.925
1413590400000;3.891.163
1413676800000;386.945
1413763200000;3.797.699.999.999.990
1413849600000;3.824.137.999.999.990
1413936000000;3.794.425.000.000.000
1414022400000;3.562.000.000.000.000
1414108800000;3.543.175.000.000.000
1414195200000;3.470.304.940.564.090
1414281600000;3.501.888.000.000.000
1414368000000;348.29
1414454400000;3.515.638.000.000.000
1414540800000;3.331.474.999.999.990
1414627200000;3.436.674.999.999.990
1414713600000;3.365.879.758.057.800
1414800000000;3.239.763
1414886400000;3.239.849.999.999.990
1414972800000;323.995
1415059200000;3.280.083
1415145600000;3.375.933
1415232000000;3.478.183
1415318400000;3.412.317
1415404800000;3.441.783
1415491200000;3.634.241.291.015.930
1415577600000;3.637.649.999.999.990
1415664000000;366.15
1415750400000;4.185.783
1415836800000;4.147.083
1415923200000;395.245
1416009600000;3.773.267
1416096000000;3.876.233
1416182400000;384.9
1416268800000;3.748.683
1416355200000;3.767.883
1416441600000;3.553.888.345.541.610
1416528000000;3.493.882.854.323.940
1416614400000;3.515.500.000.000.000
1416700800000;3.667.817
1416787200000;3.777.417
1416873600000;375.248
1416960000000;3.657.660.000.000.000
1417046400000;368.448
1417132800000;376.951
1417219200000;3.749.649.999.999.990
1417305600000;376.472
1417392000000;379.489
1417478400000;3.813.768.000.000.000
1417564800000;374.103
1417651200000;3.682.282.000.000.000
1417737600000;376.379
1417824000000;373.671
1417910400000;374.448
1417996800000;361.433
1418083200000;3.509.280.000.000.000
1418169600000;3.469.798.718.363.180
1418256000000;3.469.089.999.999.990
1418342400000;351.502
1418428800000;347.484
1418515200000;350.133
1418601600000;344.615
1418688000000;3.285.340.000.000.000
1418774400000;318.828
1418860800000;309.765
1418947200000;317.54
1419033600000;3.287.740.000.000.000
1419120000000;319.501
1419206400000;329.886
1419292800000;333.97
1419379200000;322.194
1419465600000;318.166
1419552000000;3.277.169.708.710.150
1419638400000;314.568
1419724800000;316.491
1419811200000;3.126.329.999.999.990
1419897600000;310.079
1419984000000;317.379
1420070400000;3.139.920.000.000.000
1420156800000;314.446
1420243200000;286.572
1420329600000;260.936
1420416000000;273.22
1420502400000;2.853.738.000.000.000
1420588800000;2.958.725
1420675200000;2.844.525
1420761600000;2.895.738.000.000.000
1420848000000;274.533
1420934400000;267.184
1421020800000;268.353.667.700.943
1421107200000;221.436
1421193600000;1.721.479
1421280000000;2.105.559
1421366400000;205.816
1421452800000;1.994.914
1421539200000;2.089.892
1421625600000;214.545
1421712000000;2.105.137
1421798400000;2.240.451
1421884800000;2.320.423.000.000.000
1421971200000;232.898
1422057600000;248.096
1422144000000;2.538.388.999.999.990
1422230400000;2.712.882.000.000.000
1422316800000;2.592.356
1422489600000;2.325.329.422.304.940
1422576000000;2.286.354
1422662400000;2.180.233
1422748800000;2.262.697
1422835200000;2.400.193
1422921600000;2.260.119
1423008000000;2.253.083
1423094400000;2.169.136
1423180800000;2.224.872
1423267200000;2.272.050.999.999.990
1423353600000;2.229.061
1423440000000;2.200.922
1423526400000;2.206.493
1423612800000;2.190.956
1423699200000;2.220.401.587.875.250
1423785600000;2.356.774
1423872000000;2.590.086.000.000.000
1423958400000;2.329.962
1424044800000;2.359.199
1424131200000;2.424.568
1424217600000;2.346.238
1424304000000;2.402.988
1424390400000;2.440.821
1424476800000;2.441.459
1424563200000;2.355.529.999.999.990
1424649600000;2.381.319
1424736000000;2.387.314
1424822400000;237.378
1424908800000;2.361.711.557.723.400
1424995200000;2.538.991
1425081600000;2.535.991
1425168000000;2.577.075
1425254400000;2.699.614.999.999.990
1425340800000;2.806.241.999.999.990
1425427200000;2.730.192.999.999.990
1425513600000;2.748.255
1425600000000;2.723.412.999.999.990
1425686400000;2.755.846.387.340.830
1425772800000;274.578
1425859200000;2.892.957.000.000.000
1425945600000;2.903.057
1426032000000;295.961
1426118400000;2.939.203
1426204800000;2.880.364.999.999.990
1426291200000;2.814.887
1426377600000;2.852.645
1426464000000;2.900.955.000.000.000
1426550400000;2.843.491
1426636800000;2.556.062
1426723200000;2.600.037
