market_data_ath_usd,KW17,KW24,KW9
0.03418169,0.0019572477668739906,0.003394576725749076,0.003268016605222265
43587.0,0.2738523613814914,0.3255740929061959,0.2484049026668852
0.04374969,0.0020468488634000468,0.0027380271051107123,0.003350004935853751
43505.0,0.0,0.0,0.0
0.03084309,0.0,0.0008870106032193045,0.0
0.129215,0.0,0.0,0.0
17.37,0.7008793198035694,1353180000000000.0,6492380000000000.0
0.06802799999999999,0.0,0.0073360353911952015,0.0
0.9719620000000001,0.0,0.7339501957500741,0.0
0.622159,0.0182423152505578,0.0255712635451001,0.014046250806327171
19937.0,0.1874342333309231,0.12957469055985912,0.7732009864277559
0.053045,0.0,0.0,0.0
0.02073327,0.0,0.00086998597510195,0.0
0.049980000000000004,0.0009885938869828826,0.00015635539560959183,0.0010995513262337876
43556.0,0.0,0.0024800727192760604,0.0
1.98e-06,0.0,0.0,0.0
0.04267611,0.0186771559003776,0.02487504608239838,0.033254353514306174
0.001816,149000000000.0,271000000000.0,566000000000.0
0.008927500000000001,0.0014078806208426846,0.000411109929842426,0.004541161046337816
0.0029920000000000003,5480000000.0,62500000000.0,0.0
0.427314,0.0,0.0009878546460252075,0.0
0.0885,0.0,0.0,0.0
0.02692323,0.0016242958074453278,0.000592871253872916,0.0006341031083105304
0.00152442,0.0,6510000000.0,0.0
0.00046476,20300000.0,9490000.0,9800000.0
4e-08,0.0,0.0,0.0
0.00718388,0.0,0.0,0.0
28946.0,0.12136674409472945,0.12825014193958664,0.0
90.79,0.0,0.010448386197332078,0.0
22951.0,0.0,0.013739586509197974,0.0
0.0472,0.0,0.0,0.0
0.628152,0.01345454094430321,0.0,0.015808308888442348
23802.0,0.05855847997041332,0.057318127478157024,0.059882493287257366
0.00828236,0.0,0.0,0.0
0.00159435,0.0,0.0,0.00038924161218004035
0.00601079,0.00021039791794895044,0.000270290355443448,0.00017670320155878746
0.096859,0.0,0.0024679677679621693,0.003231300840989574
0.02310548,0.0,0.0036714749936465787,0.0
0.405898,0.0078067500948910094,0.004179796675964532,0.014144671222572366
0.099598,95000000000.0,89500000000.0,0.0
0.427464,0.006287658262016729,0.0034782793726850798,0.005924010711442803
0.745815,0.054214899625803364,0.013034221383417208,0.07310913191468496
0.02113536,0.0,0.0,0.0
0.121773,0.007051751727939089,0.0050729336361853075,0.010195370958019085
22.68,0.015133812477342431,0.009163087709978026,0.1382969569300207
26330.0,0.0038688952093196404,0.0,0.007316433966160327
0.0103096,0.0,0.0,0.0
0.45632,0.016803564652021912,0.008017185068224589,0.05032693377685697
17533.0,0.010549160348364015,0.018717443790021163,0.0
0.442507,0.012880399595780198,0.011733900701867642,0.00600008210529766
0.12803599999999998,0.0161648613232085,0.02381953960575777,0.001144661116986891
0.598753,0.0,0.0010778362479791023,0.0003438138117762783
13.69,0.0,1.31753e+16,0.0
0.22809899999999997,0.02335172596414695,0.01505595407894149,0.02957758845493
0.00033362,600000000000.0,33300000000.0,475000000000.0
0.00080329,5470000000.0,0.0001155920263910119,93800000000.0
0.234028,0.003517815668249709,0.0,0.002406942840756281
0.055126,0.02465237571027689,0.03329128506800582,0.013106862571663972
0.02881385,0.0015722967217901135,0.0011592353829983086,0.0008490918465812287
43466.0,0.0,0.0,0.0
0.00865999,0.0,0.0009459759614304713,0.0
100.45,0.010458282699134706,0.0047718324403202535,0.011675543393266288
0.057680999999999996,0.0018710066923649028,0.0019532167712080013,0.0013356069049968856
0.00172036,0.0,0.000361994806371998,0.000361994806371998
17958.0,0.0,0.1720844291721592,0.13021680556958146
18660.0,0.5460058769692188,0.4612759453788187,0.8783616691875656
2946.66,0.0,8280000000.0,0.0
0.07257899999999999,0.0008811513553539662,0.0006884302953795477,0.0008216138791956501
0.03642698,7060000000.0,0.0,7060000000.0
0.00083864,0.0,0.0,0.0
0.093476,0.0,0.0,0.0
0.01009132,0.0,0.0,0.0
42036.0,0.0,0.18745768125893356,0.03208063201976955
0.207525,0.006364956807023182,0.007665302793041218,0.006219625855607939
0.10845899999999999,0.0002054785015403856,0.0004133298693079235,0.00041970907622852674
0.00638242,0.0,0.0001377501959984103,0.0
0.18253,0.009459752666948016,0.003713300390972945,0.007335231208546086
