KW18,KW6,developer_data_total_issues,KW27
0.0023875070886875435,0.0036770584871566978,0.0,0.0028021273317381298
0.2836338959931177,0.231143319367851,0.0,0.2906022292671107
0.0022587440352151863,0.0028527833459417533,0.0,0.002020738341744871
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0008870106032193045
0.0,0.0,0.0,0.0
0.8070529565317068,0.0,0.0,2476300000000000.0
0.0,0.0,0.0,0.043015704201020785
0.0,0.7277857046998712,0.0,0.7375308734907994
0.0182574450261354,0.023981959807168576,0.0,0.04491028571482837
0.12306548679361995,0.27148552376506746,0.0,0.10315383466586917
0.0,0.0,0.0,0.0
0.0065510413159338,0.00034050575194361697,0.0,0.00086998597510195
0.0009284938511264533,0.0011769811575909974,0.0,0.00023852332601057797
0.0,0.0,0.0,0.0024800727192760604
0.0,0.0,0.0,0.0
0.01811270967744395,0.0,0.0,0.02784362114773983
124000000000.0,0.00017229618812379676,0.0,23500000000.0
0.0012014695101783815,0.004819662471021463,0.0,0.00117140489751849
5430000000.0,0.0,0.0,10200000000.0
0.0,0.002378879232690786,0.0,0.0
0.0,0.0,0.0,0.0
0.001522284681508639,0.0008253718742587613,0.0,0.0
0.0,0.0,0.0,0.00014651011041147088
257000000.0,34800000.0,0.0,1960000.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.10865746332023153,0.0,0.0,0.12786190106762732
0.0,0.0,0.0,0.010448386197332078
2.57083e+16,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.012536503969026737,0.02684156322775277,0.0,0.0
0.05810869878821789,0.07530216351024514,0.0,0.05399334663071252
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.00014151280798186555,0.00015406294878146423,0.0,0.0002522438882587236
0.0,0.009044562633496091,0.0,0.0014614823889441712
0.0,0.0,0.0,0.0165122844328627
0.007969470361527462,0.014554653749709231,0.0,0.005565614354802892
0.00010950873529143079,0.0,0.0,22800000000.0
0.006566904600107115,0.0015783984309852756,0.0,0.0029324146093976174
0.04787638877986388,0.0,0.0,0.02303701909216505
0.0,0.0,0.0,0.0
0.007146329361571822,0.010798205343931205,0.0,0.003909055923689349
0.0,0.010435176423285474,0.0,0.0
0.0,0.01167580204247453,0.0,0.01780557906663885
0.0,0.0,0.0,0.0057738447039804896
0.011637217224644272,0.009401735946992573,0.0,0.02794107669448872
0.011408426581419748,0.006149279828979533,0.0,0.021953688906763847
0.011733900701867642,0.007671932114796698,0.0,0.011733900701867642
0.016755164127007924,0.007173026798495998,1.0,0.029897372025492943
0.0,0.0,0.0,0.00059191033153107
1.30199e+16,0.0,0.0,1.31774e+16
0.01997270790831594,0.02206456028906315,0.0,0.014488175336960753
75700000000.0,353000000000.0,0.0,35200000000.0
23300000000.0,0.00010400418086320674,0.0,32100000000.0
0.003971504566639349,0.0022310498896951415,0.0,0.0
0.026333954233754817,0.03571931019015275,0.0,0.028729229249662317
0.0018239968880840109,0.0007957486642350626,0.0,0.001091485166273373
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0009459759614304713
0.010052386963795026,0.015939932737018398,0.0,0.007283855911600775
0.00180212315490637,0.0012897561249579366,0.0,0.0021109255599744
0.0,0.0,0.0,0.000361994806371998
0.0,0.0976106319808588,0.0,0.12707566682100432
0.6054551678054297,0.0,0.0,0.4572601304133004
0.0,0.0,0.0,0.00106098721897896
0.0006631228646367983,0.0007045703868952211,0.0,0.0013892129897153153
7060000000.0,7060000000.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.03736530728929019,0.0,0.2240927169274734
0.006300755776398282,0.006022557889078861,0.0,0.006357034645116498
0.000273008592041376,0.0009164146951942217,0.0,0.000354939835527516
0.0,0.0,0.0,0.0001377501959984103
0.0052268748752685975,0.0,0.0,0.004893310111790241
0.0,0.0,0.0,0.0
0.00152861614745714,0.0014690081475075445,0.0,0.001010802930485634
0.0029497779071592984,0.002775076980278536,0.0,0.003810570360172943
0.16718289373835885,0.10340857733903153,0.0,0.21741046278229115
0.01813816466024656,0.00955159405384854,0.0,0.04153089105369257
0.2104950802738608,0.0563954488370685,0.0,0.12966813513632647
0.003499841253843008,0.0034280697857265326,0.0,0.001780939291725075
0.4005563682577181,0.25095890551795563,0.0,0.3889651225917675
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.02347938234672743
0.4821405960241794,0.3622095995520922,0.0,0.44999351150457373
0.0,0.0,0.0,0.0
2730000000.0,1730000000.0,0.0,2370000000.0
0.03493199839009093,0.16326558942603842,0.0,0.02418021813924966
0.0004020394867947071,0.0,0.0,0.00014490833410855583
0.0009824789457687222,0.0014036377208624955,0.0,0.00047413456459645197
0.0,0.0,0.0,0.0
0.01575294806465175,0.0,0.0,0.0581992214212156
0.0,0.0,0.0,0.0
5460000000.0,0.0001357188292865684,0.0,0.000119026838192553
0.0,0.0,0.0,0.0017546483702142331
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.8240286759120895,0.0,0.0,0.5458842932421296
0.0025614280773833343,0.0025749717037596874,0.0,0.005175100820714748
0.07824599384216717,0.10671344529246532,0.0,0.0
0.0,0.0,0.0,0.014673272841620831
0.0010368908678414608,0.002375889950503538,0.0,0.002135526573249496
0.0,0.0049206829299303,0.0,0.00190953865101938
3970000000.0,137000000000.0,0.0,22600000000.0
0.0,0.0,0.0,0.0
0.00416825217283946,0.0,0.0,0.0013083761578783436
0.007649004061247569,0.0,0.0,0.0
0.001228272908328576,0.000848532125179835,0.0,0.004608241552801544
0.0,0.0,0.0,0.0
0.0015627527932235586,0.000678825700143868,0.0,0.0011559004560802205
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.053310520974416895,0.01995747558422972,0.0,0.02461315895810404
1.32604e+16,2.28237e+16,0.0,2.40472e+16
0.012563515524284105,0.0,0.0,0.01165577277907652
0.00048254647492487063,0.0002845633249344786,0.0,562000000000.0
0.0,0.11047031337885446,0.0,0.12424415037300655
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.014147489236831647
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.00015922712311985628,0.00040666646372919195,0.0,0.00023049336829712705
0.0,0.0,0.0,0.007827072501561604
0.0,0.0,0.0,4010000000.0
0.5558367163068454,0.0,0.0,0.461921124835075
0.0,0.0,0.0,0.0118683274436179
0.03765461928978493,0.027251275133473016,0.0,0.061574039146538674
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.002375889950503538,0.0,0.0
0.004024752071467978,0.00875578760113462,0.0,0.0020664915719465628
0.0,0.0,0.0,0.0
57800000000.0,71900000000.0,0.0,0.00025400807546513047
0.0,0.0,0.0,0.0010306251895154405
41400000000.0,198000000000.0,0.0,26900000000.0
0.003186540271128235,0.0,0.0,0.0028291625779757173
94500000000.0,0.0,0.0,51400000000.0
0.0009674089273435172,0.0025355003571660433,0.0,0.0016079952177184432
0.0,0.0,0.0,0.8837
0.0017815431350619575,0.01941422377568262,0.0,0.0106652301027124
0.0,0.0,0.0,1.01232e+16
0.0,0.0,0.0,1.83935e+16
0.1574032039486777,0.059062240527036076,0.0,0.2534620991866761
0.0,1990000000.0,0.0,129000000000.0
2.18687e+16,0.0,0.0,0.6243939525242808
0.04367623031820584,0.01576357534633941,0.0,0.043105824920308095
0.0,0.0,0.0,1.2984e+16
0.0069566640671476455,0.010102564061971565,0.0,0.002967056160776555
0.0,0.0,0.0,0.0
0.14129667622288986,0.0,0.0,0.07807305311089377
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.11339457480916765,0.0,0.0,0.1740597106564197
0.0,0.001153992322330785,0.0,0.0
0.0,0.0,0.0,0.0636121954975399
0.012062484718060814,0.02447298765549141,0.0,0.01960649279679717
0.0,0.0,0.0,0.0
0.004888905532624639,0.0033805449679553444,0.0,0.005750343476146017
0.029219399444924663,0.40275969452777705,0.0,0.004015807596386817
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.041430099028744484
0.0,0.0,0.0,0.0
0.0,0.0002886729474926301,0.0,0.0
0.0,0.0,0.0,0.0
0.0007471029039865267,0.001527342779555451,0.0,0.0014133491719751747
0.008473894116247669,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.019379719480182044
0.14719143313545752,0.6070738236386611,0.0,0.0
0.0039883762116145,0.0039200622983154975,0.0,0.005400866988933032
0.00022595550898535873,0.00040559835583596114,0.0,0.00039944040991048184
0.0,0.0,0.0,0.0
0.0008190381968364795,0.0,0.0,0.000355273174211205
0.0006184826523196474,0.00033298886272748287,0.0,0.00011089916896460241
0.0,0.00028820269258699984,0.0,82200000000.0
0.0,0.0,0.0,0.0
7470000000.0,0.0,0.0,14800000000.0
0.0,0.0,0.0,0.00030381375410178595
0.0,0.0,0.0,6650000000.0
0.0,0.0,0.0,0.2954037750259889
0.0,0.0,0.0,0.007666597880335758
0.0,0.0,0.0,0.0
0.0,340000000.0,0.0,5250000000.0
0.0004577747730002248,0.00031094666681518563,0.0,0.0015471030355007547
0.0,0.0,0.0,0.0
7373560000000000.0,8102020000000000.0,0.0,1.0224e+16
0.0,0.0,0.0,0.00016367088324116712
0.0,0.0,0.0,1.42148e+16
0.0004908212603127828,0.000343554973237737,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.000701259173080626
0.0,0.0,0.0,0.0
0.3570058761651654,0.7010119210742763,0.0,0.056401737494409236
0.00043658562856482564,0.0004072914078814536,0.0,0.000356509505902986
0.0002125744425511692,0.00020931848919559184,0.0,0.000320299772249898
0.009276543347900007,0.0,0.0,0.008305008577021341
0.0,0.0,0.0,4090000000.0
0.10815098622129617,0.1390647044448749,0.0,0.05123210464500911
0.4589391205952713,0.4315143204051128,0.0,0.11675204825109899
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,3590000000.0
0.00902713728848613,0.006857292600910852,0.0,0.0072774994639790685
0.00631770623974577,0.010527306326242028,0.0,0.0
0.002089570033009793,0.0016179126740708855,0.0,0.0018041731835097762
0.0,0.0020334496452453954,0.0,0.0007703683295778399
0.004985716914838467,0.010753574242212738,0.0,0.0
0.0007162059853743789,0.00018402668929551235,0.0,0.0005019046701619243
0.07592151180429157,0.0,0.0,0.07447921078700356
0.0005373755997287531,0.0,0.0,0.0011687675551681073
0.023791508450271275,0.017556193580218028,0.0,0.005611366864841393
0.7166088471941273,0.0,0.0,0.90896665274217
0.0819034134772311,0.15276821890620187,0.0,0.017769875015610913
0.03612366658175968,0.04093960234710097,0.0,0.0
0.0,3400000000.0,0.0,3720000000.0
0.6927845503961497,0.3482473233164168,0.0,0.6819517989981285
0.0,0.0,0.0,0.1224092632608048
96900000000.0,0.0,0.0,271000000000.0
0.0,0.0,0.0,0.0
0.02421152105491181,0.0,0.0,0.0137297743719921
0.0,0.0,0.0,0.0
0.000711667833198491,0.000848532125179835,0.0,0.0007144224410223
0.07572027341863173,0.6114337574132913,0.0,0.13207995174159334
0.0,0.0,0.0,0.0
0.0,0.0,0.0,4599960000000000.0
0.0,21100000000.0,0.0,338000000.0
0.004057431656077683,0.0029672364227987,0.0,0.007177420726627328
0.0,0.0,0.0,0.0
0.06542730340329678,0.049308073606041135,10.0,0.1140364524177486
