labels_categories_0,transaction_count,holder_count,labels_country_origin
26,3496.0,650.0,79
26,30750.0,2169.0,79
9,1069.0,491.0,22
8,21620.0,13896.0,23
26,10046.0,3704.0,79
26,90311.0,69530.0,79
8,5.0,2.0,79
8,8559.0,1929.0,23
16,0,0,89
26,0,0,79
26,0,0,79
8,138.0,111.0,79
32,0,0,79
26,887.0,480.0,79
26,0,0,79
37,0,0,36
8,0,0,79
26,0,0,79
26,0,0,79
26,13095.0,1085.0,79
26,0,0,79
8,5541.0,2301.0,111
26,0,0,79
26,0,0,79
14,707.0,282.0,22
26,0,0,79
8,0,0,79
29,199651.0,121416.0,25
18,18678.0,1969.0,31
26,0,0,47
5,0,0,9
26,2313.0,2007.0,79
12,9399.0,4119.0,68
26,0,0,79
26,466.0,184.0,97
26,0,0,79
8,0,0,114
26,126615.0,8233.0,79
26,8768.0,1301.0,79
8,0,0,82
23,0,0,79
13,27238.0,3774.0,44
26,17972.0,4382.0,79
26,121634.0,36431.0,79
26,24755.0,5265.0,79
23,0,0,79
4,0,0,10
26,0,0,79
31,0,0,39
4,10480.0,4559.0,111
18,140986.0,9689.0,79
9,72699.0,55753.0,25
4,1003.0,702.0,97
26,17167.0,3283.0,79
26,34446.0,28311.0,79
26,9635.0,5821.0,79
26,0,0,79
26,0,0,79
26,0,0,87
26,4872.0,800.0,41
26,28652.0,1203.0,81
15,17653.0,12904.0,50
26,0,0,79
26,1595.0,1325.0,79
15,0,0,79
23,0,0,79
26,12514.0,10421.0,79
8,130.0,14.0,60
39,8298.0,5011.0,101
26,12505.0,7194.0,56
4,2005.0,645.0,63
5,0,0,120
8,0,0,111
26,0,0,79
26,0,0,79
5,2381.0,1646.0,111
8,0,0,18
24,73110.0,7083.0,111
2,2546.0,1002.0,81
26,34354.0,31580.0,79
26,0,0,79
26,10744.0,1548.0,79
8,2672.0,660.0,47
26,0,0,79
3,0,0,101
16,2925.0,465.0,101
13,0,0,79
26,244.0,148.0,34
8,0,0,111
26,6636.0,2029.0,79
26,5832.0,177.0,79
26,0,0,79
26,0,0,79
4,2985.0,831.0,111
4,10418.0,2048.0,39
26,0,0,79
26,0,0,79
26,0,0,79
26,22819.0,1173.0,79
26,302.0,88.0,79
23,0,0,79
23,0,0,79
26,1620.0,486.0,79
36,0,0,79
26,170866.0,16690.0,79
32,167723.0,22834.0,79
12,88178.0,18703.0,79
26,0,0,79
26,18.0,12.0,79
26,0,0,79
32,0,0,79
23,0,0,79
26,6231.0,3744.0,79
6,11348.0,1782.0,47
26,0,0,79
12,13680.0,1936.0,56
26,0,0,79
23,0,0,79
26,0,0,79
26,540.0,97.0,79
26,0,0,79
26,0,0,79
37,8847.0,7050.0,39
26,15596.0,11933.0,79
26,0,0,79
26,0,0,79
26,0,0,79
19,41058.0,24454.0,101
26,0,0,79
26,0,0,79
26,0,0,79
26,0,0,79
26,0,0,79
26,0,0,79
29,47867.0,12313.0,101
23,0,0,79
14,0,0,39
29,0,0,79
26,0,0,61
5,6092.0,1637.0,61
23,0,0,79
23,0,0,79
4,66045.0,12577.0,49
26,0,0,79
11,1777.0,811.0,111
26,179550.0,24105.0,25
26,0,0,79
26,70.0,25.0,79
26,9251.0,2262.0,111
26,0,0,79
27,1500114.0,173153.0,25
30,0,0,81
13,669.0,44.0,79
26,24217.0,6720.0,79
26,0.0,0.0,79
8,0.0,0.0,39
26,8619.0,716.0,79
26,0,0,79
31,0,0,75
26,10290.0,1033.0,79
26,0,0,79
26,770238.0,20887.0,79
38,0,0,36
26,0,0,79
18,0,0,18
26,56267.0,19596.0,79
26,0,0,79
26,10803.0,10632.0,79
26,25797.0,17738.0,79
26,0,0,41
16,40322.0,4429.0,79
16,50534.0,6895.0,39
26,5393.0,5027.0,79
26,122558.0,17795.0,77
23,0,0,79
16,151.0,18.0,39
26,54652.0,14605.0,79
12,0,0,61
26,0,0,79
26,0,0,79
26,5476.0,4277.0,79
26,217.0,43.0,79
26,10659.0,1401.0,79
12,18187.0,4871.0,79
14,4918.0,2314.0,63
23,0,0,79
8,4296.0,2774.0,1
33,8030.0,4498.0,63
26,49248.0,9586.0,101
26,0,0,79
4,11910.0,2866.0,111
8,0,0,94
33,0,0,79
8,0,0,120
9,0,0,9
8,285.0,119.0,77
4,0,0,79
8,183631.0,56028.0,81
26,5012.0,1404.0,79
26,74241.0,72880.0,79
26,21408.0,19958.0,79
26,2856.0,2114.0,79
26,651.0,606.0,79
26,0,0,79
26,0,0,79
29,13444.0,4137.0,63
27,0,0,23
8,179251.0,12031.0,111
26,0,0,79
26,0,0,79
9,25735.0,7511.0,10
26,1494.0,599.0,79
8,0,0,79
8,0,0,111
8,66032.0,3545.0,79
26,35691.0,11292.0,79
26,476.0,367.0,79
26,2664.0,1231.0,79
26,0,0,97
23,0,0,79
26,8945280.0,357881.0,79
8,356.0,56.0,79
8,789.0,133.0,10
8,0,0,79
26,611.0,97.0,79
26,1275.0,127.0,79
26,50854.0,34471.0,59
8,0,0,97
14,0,0,101
13,25501.0,2139.0,101
8,0,0,79
26,2734.0,1345.0,79
26,0,0,79
13,0,0,79
5,0,0,22
26,0,0,79
34,493.0,328.0,44
26,0,0,79
33,11389.0,4783.0,79
12,38225.0,20293.0,44
26,1255.0,953.0,79
26,0,0,79
26,116053.0,5542.0,79
26,0,0,79
22,0,0,86
26,0,0,79
26,0,0,79
26,2031.0,66.0,79
26,0,0,79
26,377.0,98.0,79
26,589.0,291.0,25
26,0,0,79
26,0,0,79
7,191217.0,13410.0,29
24,402.0,285.0,101
23,0,0,79
26,0,0,61
26,255.0,106.0,79
26,2409.0,263.0,97
26,114104.0,34892.0,79
26,0,0,79
26,33197.0,21616.0,44
26,26039.0,3541.0,79
26,0,0,79
26,0,0,79
4,0,0,79
9,0,0,16
8,0,0,34
8,0,0,111
33,0,0,22
26,22452.0,5107.0,101
26,0,0,79
26,2668.0,1004.0,79
8,0,0,45
4,76471.0,15012.0,111
26,3586.0,1798.0,22
37,0,0,39
8,0,0,79
19,0,0,111
11,25438.0,22731.0,80
4,9819.0,7348.0,41
5,6751.0,3851.0,39
26,65297.0,11855.0,23
26,60609.0,3781.0,79
26,0,0,23
26,0,0,79
26,0,0,79
26,6501.0,2829.0,79
26,54031.0,46790.0,79
26,0,0,79
23,0,0,79
26,0,0,79
28,0,0,79
26,0,0,79
26,0,0,79
26,0,0,79
26,0,0,79
23,0,0,79
8,0,0,111
5,75708.0,10229.0,79
26,0,0,79
8,0,0,81
26,184.0,9.0,79
7,1747.0,414.0,61
4,2590.0,1738.0,102
26,100873.0,60155.0,39
26,61927.0,51698.0,79
23,0,0,79
26,0,0,79
26,0,0,79
14,4932.0,2602.0,23
26,0,0,79
26,0,0,79
4,178395.0,109033.0,101
2,63365.0,6472.0,34
13,24291.0,2788.0,34
26,6453.0,853.0,79
8,0,0,111
26,0,0,111
26,31462.0,3018.0,79
26,633.0,109.0,79
26,0,0,79
12,4033.0,854.0,79
26,8276.0,2813.0,79
26,1352.0,415.0,79
26,0,0,79
8,0,0,34
26,0,0,79
26,5294.0,15710.0,79
26,0,0,79
23,0,0,79
26,90143.0,3530.0,79
14,51708.0,47718.0,79
26,9271.0,1647.0,79
4,1930.0,578.0,81
26,0,0,79
26,0,0,79
26,0,0,51
26,0,0,79
26,0,0,79
26,3641.0,902.0,79
26,92082.0,67285.0,79
27,2178.0,793.0,81
12,32903.0,12083.0,61
26,27783.0,1526.0,31
4,15057.0,410.0,101
26,18758.0,7159.0,79
8,0,0,111
23,0,0,79
26,392948.0,104627.0,79
26,123.0,79.0,31
9,0,0,111
8,4213.0,2664.0,79
26,0,0,79
37,3540.0,1622.0,80
8,0,0,10
8,0,0,111
26,0,0,79
26,33663.0,5333.0,79
4,63.0,27.0,22
19,0,0,42
34,0,0,111
26,114456.0,49285.0,79
32,0,0,101
26,56.0,11.0,79
26,0,0,79
26,0,0,79
14,9576.0,3534.0,56
26,93235.0,12667.0,79
8,0,0,79
14,21147.0,5358.0,38
26,0,0,79
4,0,0,18
26,0,0,79
26,0,0,79
14,14092.0,10469.0,10
28,0,0,79
9,18071.0,6049.0,99
5,1672.0,112.0,99
26,19.0,5.0,79
13,176128.0,43331.0,79
32,0,0,111
0,15821.0,2874.0,22
32,99112.0,14874.0,111
26,484.0,138.0,79
4,0,0,39
8,713.0,501.0,75
7,13654.0,2430.0,61
26,0,0,79
14,594.0,365.0,111
32,0,0,79
26,1440.0,488.0,79
26,6197.0,971.0,79
32,0,0,79
26,559.0,222.0,79
26,19934.0,1903.0,79
26,0,0,79
9,0.0,0.0,25
23,0,0,79
26,0,0,79
26,0,0,79
26,0,0,79
26,15031.0,7703.0,79
26,0,0,79
33,0,0,79
8,0,0,31
26,0,0,79
26,0,0,79
31,62152.0,12966.0,10
31,12676.0,6165.0,79
26,0,0,79
8,0,0,47
26,407.0,264.0,79
8,5721.0,2435.0,47
26,9768.0,2045.0,79
8,9768.0,921.0,47
26,22280.0,3441.0,38
26,65926.0,15973.0,79
35,2344.0,110.0,79
23,0,0,79
26,0,0,79
26,23834.0,13438.0,111
26,0,0,79
26,87.0,83.0,79
26,73111.0,63951.0,79
26,0,0,79
26,205.0,19.0,79
26,779.0,117.0,79
26,0,0,79
26,0,0,79
26,61241.0,52660.0,79
29,0,0,101
26,0,0,79
31,0,0,111
8,0,0,39
26,40138.0,1248.0,38
14,213483.0,24553.0,23
26,355.0,144.0,79
8,13637.0,3270.0,81
23,0,0,79
26,0,0,79
14,274.0,157.0,101
26,25541.0,959.0,61
26,0,0,111
29,64737.0,52027.0,101
26,0,0,39
26,0,0,79
8,0,0,79
8,19381.0,3109.0,100
16,405.0,101.0,101
8,0,0,18
26,19034.0,7932.0,79
26,830.0,627.0,79
26,0,0,79
26,14678.0,9582.0,44
23,0,0,79
26,37575.0,12116.0,111
26,15078.0,2158.0,79
26,11830.0,4802.0,79
26,360107.0,79280.0,79
26,0,0,79
26,95763.0,31300.0,79
37,6591.0,5013.0,68
23,0,0,111
26,33095.0,25650.0,79
0,850.0,151.0,44
26,0,0,79
8,0,0,31
8,0,0,79
27,0.0,0.0,75
37,0,0,79
26,11411.0,2730.0,79
26,9818.0,388.0,79
26,0,0,79
26,0,0,79
26,8716.0,991.0,79
8,0,0,34
8,0,0,79
31,0,0,79
26,12646.0,2368.0,34
26,0,0,79
26,8905.0,479.0,79
26,0,0,77
26,0,0,79
4,241360.0,79682.0,111
26,0,0,79
26,166098.0,17480.0,79
23,0,0,79
35,47504.0,5136.0,79
26,0,0,79
26,903.0,884.0,79
4,0,0,116
32,0,0,79
26,0,0,79
23,0,0,79
5,0,0,44
23,0,0,79
8,0,0,79
26,0,0,79
26,21.0,9.0,79
39,0,0,79
39,27962.0,1962.0,101
26,3316.0,636.0,79
26,10466.0,1286.0,79
26,0,0,79
26,0,0,61
26,1524.0,553.0,79
26,0,0,79
26,0,0,25
13,0.0,0.0,79
29,34240.0,5136.0,101
14,0,0,38
5,19246.0,16672.0,56
26,0,0,79
8,0,0,18
26,38.0,21.0,79
8,176.0,102.0,44
26,0,0,79
8,0,0,113
10,26147.0,14665.0,23
26,66764.0,7958.0,79
26,0,0,111
26,543.0,185.0,79
26,2868.0,297.0,101
26,0,0,79
26,4068.0,1741.0,67
4,0,0,61
17,0,0,79
13,13074.0,2495.0,79
26,0,0,79
26,628.0,157.0,79
26,12622.0,1336.0,79
26,55.0,3.0,79
26,106.0,20.0,79
7,696.0,544.0,79
26,193118.0,113835.0,79
8,0,0,31
23,0,0,79
26,64760.0,40575.0,111
26,0,0,79
5,0,0,79
26,0,0,79
33,18718.0,10434.0,18
32,0,0,79
29,24844.0,6848.0,39
13,2887.0,915.0,79
9,5640.0,3516.0,79
1,0,0,1
26,133845.0,54891.0,79
33,0,0,79
33,0,0,97
26,0.0,0.0,79
26,0,0,101
26,33004.0,7599.0,111
26,0,0,79
19,4941.0,15046.0,95
26,566.0,156.0,79
26,7934.0,5260.0,39
26,215860.0,77684.0,79
32,0,0,79
26,0,0,79
7,0,0,111
13,9734.0,8073.0,79
26,26329.0,12711.0,79
26,0,0,79
26,0,0,79
9,45244.0,7038.0,25
26,1805.0,53.0,79
8,0,0,22
26,0,0,79
13,0,0,79
26,6017.0,5052.0,79
26,0,0,79
13,28262.0,2538.0,79
37,1487.0,121.0,79
26,0,0,79
26,0,0,79
26,3747.0,1968.0,79
26,0,0,79
26,1982.0,607.0,63
26,17433.0,3198.0,1
26,0,0,79
19,106.0,64.0,39
26,463.0,285.0,79
26,0,0,79
18,88819.0,6317.0,49
12,1861.0,1450.0,51
26,0,0,79
26,81584.0,11153.0,102
26,0,0,79
26,7679.0,2758.0,79
8,0,0,44
26,13.0,7.0,79
14,150.0,149.0,21
14,0,0,23
0,16222.0,3471.0,115
26,0,0,79
13,7269.0,3971.0,79
14,290.0,239.0,78
4,805.0,770.0,41
26,0,0,79
33,8570.0,5007.0,23
8,0,0,79
3,1672.0,591.0,39
8,219388.0,5824.0,79
26,18292.0,7432.0,79
26,1362.0,454.0,79
23,0,0,79
26,31246.0,13166.0,79
5,0,0,39
26,50440.0,27117.0,79
5,0,0,95
9,0,0,79
5,0,0,48
8,0,0,51
26,0,0,79
30,1641.0,1514.0,13
26,0,0,51
26,53221.0,13971.0,79
26,292.0,107.0,39
12,4.0,5.0,80
26,0,0,79
26,4629.0,121.0,79
24,2311.0,1476.0,44
21,38933.0,4592.0,23
26,9710.0,3406.0,79
6,733.0,474.0,79
26,13.0,13.0,79
8,0,0,54
26,15727.0,3580.0,111
8,0,0,46
26,0,0,79
26,257.0,54.0,79
26,197.0,112.0,79
19,6069.0,2594.0,101
26,1830.0,200.0,23
14,0,0,94
8,0,0,52
28,0,0,79
26,998.0,51.0,97
26,0,0,79
4,0,0,111
13,0,0,79
33,44061.0,3992.0,111
33,48718.0,23042.0,56
26,16206.0,1619.0,79
6,0,0,36
6,0,0,39
26,152.0,29.0,79
35,256209.0,28639.0,79
8,0,0,6
26,11933.0,6502.0,101
26,238.0,24.0,79
26,1057.0,476.0,79
26,0,0,61
26,0,0,79
5,0,0,79
23,0,0,111
31,20892.0,20392.0,101
26,0,0,79
26,4.0,3.0,97
26,0,0,79
26,1685.0,742.0,79
5,90868.0,14605.0,22
26,0,0,79
4,172366.0,96741.0,101
26,11786.0,3202.0,31
4,19698.0,5483.0,25
8,559.0,152.0,111
26,2.0,2.0,79
0,9291.0,6265.0,38
1,1939.0,941.0,1
26,0,0,79
27,0,0,79
26,0,0,79
26,0,0,79
26,3105.0,997.0,107
12,0,0,79
26,0,0,79
26,551.0,25.0,79
26,0,0,79
6,0,0,18
8,0,0,111
26,270273.0,178741.0,79
26,0,0,79
26,0,0,79
33,790.0,434.0,101
26,0,0,79
26,0,0,79
26,0,0,79
26,1267.0,218.0,79
14,0,0,111
16,2629.0,1500.0,22
32,11359.0,2508.0,101
32,72.0,51.0,101
26,0,0,38
26,730.0,671.0,109
26,0,0,79
26,0,0,79
35,307.0,106.0,87
27,176.0,97.0,10
26,1076.0,84.0,79
26,0,0,79
26,274.0,17.0,79
14,46473.0,14739.0,23
3,0,0,91
26,0,0,79
23,0,0,79
26,13640.0,3576.0,79
26,45580.0,24770.0,75
23,0,0,79
26,0,0,79
26,6.0,3.0,79
7,0,0,79
28,0,0,79
33,0,0,79
8,0,0,33
26,13932.0,3099.0,79
26,0,0,79
26,0,0,79
26,0,0,79
26,4329.0,2442.0,79
8,0,0,23
33,162551.0,21346.0,39
25,6079.0,1294.0,67
26,0,0,79
8,0,0,54
26,0,0,79
26,0,0,79
26,1595.0,393.0,79
26,932.0,204.0,80
26,0,0,79
26,0,0,79
26,8217.0,5570.0,111
26,40148.0,3869.0,79
26,1531.0,842.0,22
26,50737.0,1353.0,79
28,0,0,79
26,1170.0,136.0,79
26,62415.0,50834.0,79
26,0,0,79
26,14465.0,3082.0,79
8,0,0,79
12,0.0,0.0,63
8,0,0,111
14,626.0,79.0,56
8,0,0,36
26,0,0,79
26,2407.0,638.0,29
26,0,0,79
26,21342.0,9594.0,79
26,0,0,79
15,6517.0,1040.0,10
26,0,0,79
26,2503.0,2090.0,79
26,26401.0,10308.0,97
26,4792.0,1473.0,79
26,13514.0,8464.0,79
8,0,0,119
8,0,0,111
26,764.0,298.0,79
26,0,0,79
26,1399.0,737.0,61
26,1961.0,143.0,61
8,0,0,39
26,10895.0,1161.0,79
26,92.0,22.0,79
26,0,0,79
26,135159.0,23093.0,79
18,0,0,61
26,25792.0,526.0,79
26,0,0,79
26,0,0,79
26,147847.0,107178.0,79
26,0,0,79
12,838.0,308.0,111
26,0,0,79
16,88531.0,24611.0,101
23,0,0,79
4,13766.0,5559.0,111
5,4161.0,325.0,111
26,0,0,79
26,227966.0,1078.0,79
24,9807.0,1650.0,61
26,6910.0,3674.0,79
26,0,0,79
5,303832.0,27248.0,39
4,18237.0,12365.0,39
26,30365.0,1075.0,79
8,0,0,111
26,1363.0,597.0,79
8,0,0,48
8,5664.0,1738.0,101
26,0,0,79
26,0,0,79
5,1300.0,444.0,101
8,0,0,111
11,397958.0,48314.0,79
26,0,0,79
16,6795.0,762.0,61
26,2638.0,1321.0,79
26,0,0,79
26,0,0,79
26,14132.0,4281.0,111
26,0,0,79
26,0,0,79
26,3049.0,546.0,79
30,0,0,81
26,27079.0,6098.0,79
14,110413.0,17574.0,51
26,0,0,79
26,0,0,79
26,0,0,79
26,0,0,105
8,0,0,97
26,9520.0,1632.0,49
26,0,0,39
8,0,0,79
26,432.0,157.0,79
8,64.0,11.0,99
26,85997.0,50638.0,79
26,0,0,79
26,0,0,25
30,0,0,39
26,0,0,79
37,0,0,111
9,0,0,22
37,0,0,79
4,611.0,234.0,10
26,0,0,79
26,42791.0,12223.0,50
26,5343.0,2028.0,79
26,2242.0,167.0,79
37,0,0,79
26,84776.0,17042.0,79
26,0,0,79
26,0,0,79
30,559.0,186.0,79
30,68821.0,8891.0,111
26,1665.0,340.0,79
26,896.0,114.0,79
26,165165.0,80593.0,79
26,0,0,79
26,0,0,79
26,0,0,115
6,154.0,86.0,39
10,23.0,9.0,79
26,5606.0,1841.0,79
36,0,0,101
5,0,0,22
37,0,0,23
4,0,0,80
26,15928.0,2284.0,111
7,0,0,79
26,3348.0,1101.0,79
26,81399.0,63071.0,79
26,1205140.0,63883.0,47
26,0,0,79
23,0,0,79
26,9106.0,1841.0,79
8,0,0,79
26,0,0,79
26,0,0,79
26,2.0,2.0,79
11,1914.0,803.0,36
26,54077.0,17121.0,79
8,0,0,64
23,0,0,79
26,0,0,79
13,111251.0,12719.0,79
26,0,0,79
37,0,0,39
23,0,0,79
26,0.0,0.0,79
33,1951.0,514.0,111
26,4630.0,1121.0,79
14,10341.0,1859.0,79
5,29955.0,20720.0,23
8,0,0,79
26,22030.0,10316.0,79
26,0,0,79
26,166391.0,81753.0,79
37,2862.0,520.0,108
26,0,0,81
8,713.0,562.0,79
38,6068.0,5141.0,56
26,2720.0,114.0,79
26,3856.0,754.0,79
23,0,0,79
26,0,0,79
26,3718.0,932.0,79
29,64987.0,5269.0,39
26,177086.0,40449.0,111
26,282.0,155.0,79
26,0,0,79
26,0,0,80
8,22977.0,2495.0,79
26,0,0,79
27,156859.0,8713.0,111
30,0,0,23
26,0,0,79
26,0,0,79
26,0,0,79
26,18859.0,2807.0,79
26,0,0,79
26,10206.0,2336.0,79
26,0,0,79
8,31.0,2.0,61
29,70840.0,1748.0,75
33,2359.0,402.0,47
23,0,0,79
10,5281.0,1860.0,61
26,53372.0,10960.0,79
8,0,0,79
26,0,0,79
13,6814.0,1370.0,101
26,0.0,0.0,79
8,0,0,79
23,0,0,115
26,9612.0,1674.0,79
12,0,0,79
26,0,0,79
26,680.0,99.0,79
8,0,0,9
34,691.0,599.0,108
24,8502.0,1828.0,111
8,0,0,111
18,119346.0,13544.0,79
26,0,0,79
26,0,0,79
14,15883.0,3517.0,75
7,117.0,104.0,39
26,35944.0,16720.0,79
6,0,0,51
34,4497.0,2042.0,101
8,0,0,79
23,0,0,79
8,41301.0,18449.0,101
26,11714.0,9794.0,81
8,0,0,79
8,0,0,111
0,0.0,0.0,79
26,0,0,79
26,64931.0,13809.0,79
32,55078.0,7095.0,111
26,2263.0,1090.0,79
5,0,0,18
8,0,0,31
30,19895.0,4345.0,101
30,10917.0,5478.0,61
26,186244.0,123297.0,79
26,0,0,79
26,309.0,164.0,79
30,2.0,3.0,61
26,10581.0,3032.0,39
32,14261.0,7989.0,25
8,3875.0,1900.0,73
26,977.0,177.0,79
26,0,0,79
26,8280.0,1628.0,79
8,11973.0,3728.0,47
0,8514.0,4417.0,35
26,0,0,79
14,0,0,79
8,0,0,87
26,0,0,115
11,6366.0,3014.0,101
8,3919.0,2936.0,111
5,0,0,44
26,0,0,79
26,0,0,39
12,283746.0,63759.0,111
26,12135.0,7663.0,75
26,5627.0,5065.0,97
14,249.0,129.0,81
26,91.0,12.0,79
8,3751.0,741.0,79
8,5.0,4.0,89
24,2638.0,760.0,108
26,13601.0,1245.0,79
8,0,0,79
33,0,0,111
26,0,0,79
26,8569.0,7818.0,79
23,0,0,79
26,0,0,79
31,0,0,38
30,18689.0,7801.0,41
26,41.0,15.0,79
8,0,0,79
26,0,0,79
26,4892.0,3339.0,89
5,275455.0,35903.0,31
26,4.0,3.0,79
12,0,0,79
6,0,0,119
8,23301.0,9223.0,87
26,29131.0,15277.0,97
26,0,0,79
26,0,0,79
26,0,0,79
26,0,0,79
23,0,0,79
26,0,0,79
26,0,0,79
26,0,0,79
26,0,0,79
26,6481.0,2060.0,23
26,104.0,30.0,79
26,149574.0,12332.0,79
26,7954.0,4541.0,79
26,0,0,79
26,0,0,79
10,126.0,64.0,51
26,0,0,39
4,38011.0,7589.0,111
19,13336.0,10993.0,47
15,0,0,44
26,0,0,79
26,1305.0,744.0,79
7,6544.0,3212.0,111
18,137.0,30.0,97
26,21403.0,5221.0,102
26,0,0,79
26,0,0,79
8,0,0,79
7,19913.0,789.0,79
26,5981.0,732.0,79
37,0,0,111
26,0,0,79
8,0,0,61
38,268.0,139.0,40
26,0,0,79
5,2612.0,1487.0,9
34,3745.0,1594.0,111
26,3984.0,2038.0,79
8,0,0,79
8,6250.0,1158.0,1
26,0,0,79
26,0,0,79
26,0,0,79
33,0,0,111
8,0,0,79
26,5047.0,1337.0,79
26,19080.0,4978.0,79
26,0,0,79
26,47321.0,28217.0,41
26,94473.0,51987.0,79
26,0,0,14
26,0,0,79
23,0,0,79
23,0,0,79
8,0,0,51
26,789.0,194.0,79
26,0,0,79
26,0,0,79
8,0,0,111
26,0,0,79
8,1976.0,1239.0,101
26,0,0,39
37,1450.0,400.0,65
26,0,0,79
26,0,0,79
26,0,0,79
13,0,0,79
18,0.0,0.0,14
8,0,0,79
26,0,0,79
4,0,0,79
26,0,0,79
23,0,0,79
5,1121.0,355.0,80
8,0,0,39
33,1046.0,40.0,79
26,67310.0,42041.0,29
26,7538.0,3824.0,56
26,17485.0,2867.0,79
26,0,0,79
26,9900.0,2689.0,79
26,0,0,79
26,0,0,79
23,0,0,79
18,9560.0,2385.0,97
12,0,0,56
26,80869.0,529588.0,79
26,29681.0,2207.0,79
24,32968.0,11079.0,111
26,32968.0,19.0,79
24,0,0,84
23,0,0,79
18,0,0,34
26,511.0,1086.0,79
23,0,0,79
4,1288.0,1257.0,79
9,0.0,0.0,39
9,6653.0,752.0,39
8,6653.0,22701.0,31
8,0,0,51
8,0,0,56
1,2211.0,286.0,10
6,3920.0,3216.0,56
26,22629.0,10722.0,79
26,0,0,79
8,5320.0,3919.0,7
8,0,0,9
26,5320.0,190.0,79
8,0,0,26
26,0,0,79
26,0,0,110
34,0,0,20
18,0,0,79
26,12460.0,1327.0,111
26,53329.0,32349.0,101
18,0,0,54
26,863.0,235.0,79
26,1525.0,252.0,79
26,0.0,0.0,79
15,0,0,79
26,13.0,6.0,79
26,272481.0,8105.0,79
26,280.0,105.0,105
8,17324.0,3397.0,81
26,389.0,147.0,79
26,103751.0,8158.0,79
26,596.0,47.0,79
26,0.0,0.0,79
8,0,0,18
5,0,0,82
26,0,0,79
26,0,0,111
31,0,0,111
26,0,0,79
5,114990.0,535.0,120
26,2883.0,497.0,79
26,0,0,79
26,0,0,79
29,43839.0,4545.0,39
26,17406.0,3489.0,79
26,0,0,79
27,0,0,120
26,5306.0,296.0,79
3,0,0,44
14,18273.0,3850.0,101
19,16471.0,3892.0,111
26,0,0,79
14,11068.0,4161.0,34
26,4083.0,1786.0,79
7,9030.0,3869.0,111
1,6168.0,336.0,79
3,48710.0,15833.0,95
26,0,0,79
8,0,0,22
26,31837.0,213.0,79
14,9260.0,7162.0,101
26,0,0,79
32,51073.0,4662.0,54
8,0,0,39
29,2027.0,119.0,111
26,0,0,79
26,30717.0,26270.0,79
26,6108.0,2802.0,79
26,38554.0,29886.0,79
5,0,0,7
26,95.0,47.0,79
26,4907.0,2413.0,111
14,8138.0,1714.0,61
32,0,0,79
26,0,0,79
26,198092.0,32215.0,79
26,133708.0,12972.0,79
4,35074.0,18143.0,111
8,40322.0,3731.0,111
8,0,0,111
26,994.0,298.0,111
5,14629.0,8124.0,56
8,0,0,78
26,0,0,79
26,59470.0,50039.0,79
26,106036.0,53973.0,79
26,12276.0,4379.0,10
8,12597.0,4403.0,79
26,0,0,79
12,13738.0,3051.0,36
3,0,0,111
7,342.0,34.0,105
3,0,0,111
23,0,0,79
19,0,0,41
5,0,0,10
3,23666.0,15674.0,29
26,17167.0,3036.0,79
26,303.0,94.0,79
26,303.0,0.0,79
14,0,0,101
8,0,0,86
14,908.0,901.0,101
14,908.0,40072.0,79
26,0,0,79
8,0,0,34
23,0,0,79
26,109758.0,12051.0,44
3,5046.0,4036.0,63
5,0,0,80
12,5046.0,8424.0,111
0,104228.0,13006.0,23
26,274567.0,42505.0,79
26,274567.0,8824.0,79
26,274567.0,19173.0,79
18,0,0,79
26,1589.0,225.0,51
26,177792.0,105449.0,79
26,0,0,79
26,104016.0,9625.0,79
4,0,0,105
26,0,0,79
26,5.0,6.0,79
8,27421.0,4153.0,97
14,22197.0,9936.0,79
26,986.0,264.0,79
18,6922.0,4070.0,97
26,0,0,79
33,24400.0,20972.0,34
26,85546.0,68328.0,79
12,0,0,22
8,3175.0,2257.0,79
26,0,0,79
8,3859.0,882.0,12
26,2264.0,764.0,79
26,69807.0,51395.0,79
23,0,0,79
8,0,0,10
26,0,0,79
8,0,0,39
5,0,0,39
26,2973.0,622.0,79
26,0,0,79
26,99628.0,88193.0,101
6,1041.0,915.0,39
26,402.0,118.0,79
23,0,0,79
26,7641.0,5618.0,111
26,99698.0,37178.0,79
26,80342.0,9093.0,79
14,5408.0,2162.0,23
26,2147.0,1386.0,79
26,0,0,79
1,254.0,20.0,79
24,38768.0,13776.0,75
33,0,0,34
5,6854.0,452.0,25
26,12153.0,7679.0,79
8,0,0,79
26,38262.0,7744.0,110
26,2812.0,354.0,79
26,0,0,79
37,10437.0,4771.0,101
26,86474.0,79966.0,79
26,0,0,79
26,117884.0,88582.0,79
26,13688.0,7307.0,79
26,0,0,79
23,0,0,79
12,2213.0,822.0,101
8,124.0,81.0,87
26,0,0,79
26,0,0,79
26,274.0,137.0,79
26,0,0,79
26,6186.0,3718.0,66
26,0,0,79
26,0,0,79
11,2853.0,627.0,49
26,3283.0,1127.0,79
26,0,0,79
23,0,0,79
27,0,0,79
16,25632.0,6899.0,34
8,0,0,79
26,2714.0,911.0,66
26,0,0,79
26,106505.0,17801.0,97
26,0,0,79
4,0,0,101
26,264491.0,229609.0,79
5,42017.0,6928.0,23
26,1100.0,476.0,79
26,103.0,34.0,79
26,0,0,79
26,0,0,79
26,60.0,21.0,79
4,0,0,101
8,0,0,96
15,27392.0,15661.0,97
26,0,0,79
