transaction_count,holder_count,market_data_current_price_usd,market_data_ath_usd,market_data_total_supply,market_data_circulating_supply,public_interest_stats_bing_matches,labels_categories_0,labels_country_origin,labels_ico_data_country_origin,labels_ico_data_hardcap_currency,labels_ico_data_softcap_currency,labels_ico_data_total_raised_currency
96494.0,10773.0,0.02434299,31048.0,500000000.0,1722620000000.0,112000.0,29,111,59,23,15,7
20458.0,3892.0,0.01152717,0.086136,1491492558.0,0.0,91500.0,7,111,82,35,25,10
39734.0,8595.0,0.0018268000000000002,0.02209485,1000000000.0,0.0,97100.0,26,79,59,23,15,7
0.0,0.0,0.370149,43527.0,3000012.0,0.0,2610000.0,8,47,34,35,25,8
2525.0,2072.0,0.00380763,0.00758128,12184642.0,0.0,85900.0,26,34,25,14,8,10
48262.14103819784,13576.305982347172,0.00131987,0.7379600000000001,24528000.0,0.0,27400.0,23,79,59,23,15,7
48262.14103819784,13576.305982347172,0.00033756,0.224476,100000000.0,0.0,57000.0,26,79,59,23,15,7
2717.0,1459.0,0.00548948,0.061676999999999996,4000000000.0,675000000.0,102000.0,4,41,32,35,15,7
48262.14103819784,13576.305982347172,0.0197,0.081707,3642000.0,0.0,27300.0,26,79,59,23,15,7
17717.0,4068.0,0.000538,0.00134079,100000000000.0,0.0,177000.0,26,79,59,23,15,7
6012.0,3781.0,0.0351,0.09300000000000001,8800000000.0,0.0,48900.0,26,79,59,23,15,7
83666.0,33943.0,0.00201423,0.03181667,1000000000.0,0.0,10600000.0,26,63,46,14,15,3
10474.0,4241.0,0.0416,0.00012326,28710000000.0,0.0,26900.0,26,61,59,23,15,7
48262.14103819784,13576.305982347172,0.00069183,0.04070494,1000000000.0,566935449.05,305000.0,8,25,18,23,15,10
10.0,4.0,0.541275,1.0,35000228.0,0.0,112000.0,26,79,59,23,15,7
48262.14103819784,13576.305982347172,0.00894592,0.07771,2141889591178998.0,0.0,246000.0,26,79,59,23,15,7
48262.14103819784,13576.305982347172,0.184901,20515.0,10000000000.0,414919139.0,76300.0,8,79,59,23,15,10
1.0,2.0,182.16,191.72,10000.0,0.0,85600.0,26,79,59,23,15,7
48262.14103819784,13576.305982347172,0.20935700000000002,22647.0,2141889591178998.0,0.0,57200000.0,26,1,1,35,25,7
48262.14103819784,13576.305982347172,9.95e-06,0.00017453,100000000000.0,0.0,83700.0,26,79,59,23,15,7
48262.14103819784,13576.305982347172,0.00590787,32.47,2399999.0,0.0,27200.0,8,79,59,23,15,7
24769.0,2023.0,0.02423413,11689.0,287604611.0,0.0,5070000.0,24,56,41,14,8,10
47.0,18.0,26969.0,13.36,50000000.0,0.0,11100000.0,26,79,59,23,15,7
206.0,63.0,0.00231618,0.02017053,1000000000.0,0.0,108000.0,13,79,59,23,15,7
23742.0,12111.0,0.02606729,0.02818142,10000000000.0,0.0,27600.0,14,79,59,23,15,7
3047.0,287.0,0.02293586,0.32579600000000003,1000000000.0,0.0,17400000.0,26,79,59,23,15,7
48262.14103819784,13576.305982347172,0.171334,0.171796,10000000000.0,0.0,488000.0,26,79,59,23,15,7
48262.14103819784,13576.305982347172,0.00263067,0.01654922,6000000000.0,360000000.0,36100000.0,26,79,59,23,15,7
0.0,0.0,0.094378,0.203562,10000000000.0,0.0,6710000.0,7,99,73,0,0,7
48262.14103819784,13576.305982347172,0.00050962,0.061116,84000000.0,0.0,32300.0,26,79,59,23,15,7
349.0,117.0,0.069993,0.080373,5000000000.0,0.0,38400.0,26,79,59,23,15,7
48262.14103819784,13576.305982347172,0.00966793,0.080114,15000000.0,105501000000000.0,362000.0,8,79,59,23,15,7
2354.0,1375.0,1.03e-06,0.0935,10000000000.0,0.0,26900.0,26,112,83,35,25,7
71148.0,23467.0,0.00457373,0.302273,1500000000.0,1170000000.0,19800000.0,26,79,59,23,15,7
794.0,554.0,0.00089776,0.615206,10000000000.0,0.0,693000.0,26,79,59,23,15,7
19186.0,18297.0,0.00311789,0.02882594,3000000000.0,0.0,26800.0,26,79,59,23,15,7
321.0,39.0,0.0414301,40.96,210000000.0,4482550000000000.0,12300000.0,20,79,59,23,15,7
10831.0,893.0,0.00014,0.00023998,10000000000.0,0.0,96300.0,26,79,59,23,15,7
48262.14103819784,13576.305982347172,0.00015256,0.0204833,6250000000.0,3336863624.0,162000.0,26,79,59,23,15,7
75.0,10.0,1186.1287977596567,15861.2383125792,100000000000.0,759841283332522.2,19800.0,26,79,59,23,15,7
10520.0,5986.0,0.00013193,0.02381023,65000000.0,65000000.0,182000.0,26,79,59,23,15,7
10393.0,3702.0,0.00554333,0.01741387,25000000000.0,0.0,26700.0,16,101,75,14,8,7
48262.14103819784,13576.305982347172,0.00050581,0.00232614,10000000000.0,0.0,470000.0,4,108,79,23,15,10
226.0,67.0,0.01937972,0.557157,1000000000.0,0.0,94400.0,12,101,75,23,15,7
48262.14103819784,13576.305982347172,0.00924785,19756.0,21000000.0,855513000000000.0,27600.0,8,94,59,23,15,7
48262.14103819784,13576.305982347172,0.00372093,22.22,5000000.0,0.0,27100.0,26,79,59,23,15,7
9577.0,7266.0,0.0983,0.00145138,1046924703.0,701466085.0,26900.0,30,115,86,35,25,10
48262.14103819784,13576.305982347172,0.18625799999999998,0.309283,99000000.0,0.0,85000.0,33,44,59,23,15,7
48262.14103819784,13576.305982347172,0.00042198,0.03025503,922337203685.0,0.0,27400.0,13,39,59,23,15,7
16959.0,8997.0,0.00031001,0.01813154,50000000.0,0.0,26800.0,13,39,30,14,8,10
981.0,303.0,0.0822,0.02615579,4000000000.0,0.0,40600.0,5,79,59,35,25,7
67.0,10.0,0.358599,0.403024,210000000.0,0.0,41600.0,8,79,59,23,15,7
3600.0,2226.0,0.0126,0.00076274,21000000000.0,0.0,85500.0,26,79,59,23,15,7
48262.14103819784,13576.305982347172,0.00030381,0.00259534,15000000.0,0.0,78300.0,8,93,59,23,15,7
48262.14103819784,13576.305982347172,0.0665,0.00021949,2000000000.0,0.0,85300.0,26,79,59,23,15,7
6426.0,1418.0,0.00402187,24959.0,20000000.0,0.0,334000.0,14,23,59,23,15,7
4846.0,2102.0,0.00100589,0.15704,2000000000.0,0.0,81700.0,26,101,75,23,15,7
48262.14103819784,13576.305982347172,0.00010707,0.017111,2141889591178998.0,0.0,27100.0,26,79,59,23,15,7
48262.14103819784,13576.305982347172,0.0525,0.01249297,100000000.0,0.0,259000.0,23,79,59,23,15,7
42319.0,2446.0,0.00093262,0.129419,1666666667.0,611830893.0,73200.0,26,34,25,35,25,10
48262.14103819784,13576.305982347172,0.00437163,0.008601799999999998,7600000000.0,0.0,96300.0,4,61,59,23,15,7
48262.14103819784,13576.305982347172,105.97,162.56,2141889591178998.0,0.0,26800.0,26,79,59,23,15,7
1631.0,938.0,0.00025857,0.00181048,715933780.0,0.0,1470000.0,26,79,59,23,15,7
9331.0,1607.0,0.379914,43132.0,34074362.0,318732000000000.0,1120000.0,26,111,82,35,15,7
48262.14103819784,13576.305982347172,0.00084293,0.052291,84000000.0,143939000000000.0,83800.0,26,79,59,23,15,7
2355.0,368.0,17168.0,24047.0,500.0,0.0,140000.0,26,79,59,23,15,7
48262.14103819784,13576.305982347172,0.00016876,0.0011937,33333333.0,0.0,85000.0,8,114,59,23,15,7
44134.0,42191.0,0.01934739,0.521161,7672986558.0,0.0,12700.0,14,97,59,23,15,7
145439.0,56351.0,0.07096000000000001,43466.0,880000000.0,0.0,3750000.0,26,79,59,23,15,7
26004.0,17129.0,0.0001942,0.038844,2141889591178998.0,0.0,1460000.0,26,79,59,23,15,7
48262.14103819784,13576.305982347172,3.5e-07,0.025957099999999997,2141889591178998.0,0.0,80500.0,26,79,59,23,15,7
64099.0,4602.0,0.00234959,0.01652697,10000000000.0,3996180000000.0,101000.0,37,111,82,35,15,10
48262.14103819784,13576.305982347172,4.09e-05,0.00019477,30000000.0,0.0,27400.0,23,79,59,23,15,7
48262.14103819784,13576.305982347172,0.01999025,44228.0,20228644.0,9323777.0,10300000.0,8,111,59,23,15,7
48262.14103819784,13576.305982347172,0.04051612,34274.0,3100000.0,0.0,78300.0,28,79,59,23,15,7
10254.0,728.0,0.00244061,0.00532734,380000000.0,0.0,16700000.0,26,79,59,23,15,7
48262.14103819784,13576.305982347172,0.00168891,26299.0,1000000000.0,0.0,96300.0,33,77,59,23,15,7
48262.14103819784,13576.305982347172,0.00050447,0.00299017,600000000.0,0.0,76600000.0,15,44,59,23,15,7
48262.14103819784,13576.305982347172,0.0359,0.00032372,2141889591178998.0,0.0,32100.0,23,79,59,23,15,7
48262.14103819784,13576.305982347172,0.00456714,0.329586,676989090.0,451693686.0,2320000.0,5,25,18,35,15,10
48262.14103819784,13576.305982347172,0.00335964,0.618305,242817675.0,49188440.0,34400.0,9,79,59,35,15,10
31733.0,8861.0,0.00053277,0.016018200000000003,9520000000.0,3751200000000000.0,53200000.0,26,79,59,23,15,7
48262.14103819784,13576.305982347172,0.00043009,0.251704,250000000.0,175006000000000.0,94500.0,3,44,33,23,15,7
36890.0,750.0,0.00835707,0.878761,1000000000.0,0.0,100000.0,13,79,59,23,15,7
93820.0,68178.0,0.00018566,0.00131653,21000000000.0,5585542384.0,27500.0,26,79,59,23,15,7
65221.0,9558.0,0.03160412,36220.0,246203093.0,1.08581e+16,49500.0,26,101,75,35,15,10
48262.14103819784,13576.305982347172,0.00542503,0.01546766,5000000000.0,0.0,83900.0,26,79,59,23,15,7
48262.14103819784,13576.305982347172,0.00454006,29646.0,25000000.0,924647000000000.0,26400000.0,23,79,59,23,15,7
48262.14103819784,13576.305982347172,0.908967,21.94,803179.0,0.0,107000.0,26,79,59,2,15,10
48262.14103819784,13576.305982347172,0.00967829,29983.0,42000000.0,19015900000000.0,27500.0,32,79,59,23,15,7
48262.14103819784,13576.305982347172,0.01990981,23377.0,42000000.0,249219000000000.0,19800.0,26,79,59,23,15,7
48262.14103819784,13576.305982347172,0.0372,0.6302369999999999,30000000.0,0.0,103000.0,8,111,59,23,15,7
179731.0,21334.0,0.726258,43504.0,39609523.0,3.16134e+16,868000.0,33,36,27,23,15,10
48262.14103819784,13576.305982347172,0.02228526,32143.0,2141889591178998.0,0.0,27200.0,26,61,59,23,15,7
93335.0,77783.0,0.0144,0.00019366,4665366360.0,2468286656.0,49900.0,14,39,30,35,25,7
2766.0,71.0,0.00149077,0.00241423,1000000000.0,0.0,56500.0,26,79,59,23,15,7
11399.0,2243.0,0.01014663,0.144902,25000000.0,20100226.4,27000.0,26,79,59,23,15,7
48262.14103819784,13576.305982347172,0.287945,43466.0,20000000.0,0.0,27400.0,26,79,59,23,15,7
9912.0,1517.0,0.00047761,0.02936496,514000000.0,467926000.0,27300.0,26,79,59,23,15,10
51880.0,2019.0,0.01215327,43658.0,8708821.0,3.93961e+16,706000.0,26,101,75,14,8,7
3074.0,188.0,0.47565,13.15,9525397.0,0.0,15400000.0,26,79,59,23,15,7
48262.14103819784,13576.305982347172,0.513162,18780.0,31000000.0,0.0,28900.0,26,79,59,23,15,7
15592.0,6052.0,2.09e-06,0.00186125,7042613083.0,7042613083.0,778000.0,8,87,59,23,15,7
48262.14103819784,13576.305982347172,0.00286553,16224.0,60000000.0,261286000000000.0,79200.0,26,79,59,23,15,7
2607.0,1960.0,0.00102815,0.0028447,5158308000.0,0.0,59100.0,14,73,59,23,15,7
48262.14103819784,13576.305982347172,0.053047000000000004,43557.0,998999495.0,998999495.0,92100.0,18,23,59,23,15,7
1091.0,350.0,0.04558662,0.093675,100000000.0,0.0,40900000.0,15,111,59,23,15,7
48262.14103819784,13576.305982347172,0.00151367,0.115672,60000000.0,164321000000000.0,87800.0,26,79,59,23,15,7
1.0,2.0,0.01764155,0.025713299999999998,100000000.0,0.0,84700.0,26,79,59,23,15,7
48262.14103819784,13576.305982347172,0.00175646,0.938285,64000000.0,123427000000000.0,97000.0,26,79,59,23,15,7
48262.14103819784,13576.305982347172,1186.1287977596567,15861.2383125792,22500000.0,759841283332522.2,96000.0,8,79,59,23,15,7
48262.14103819784,13576.305982347172,9.51e-06,0.00534645,2141889591178998.0,0.0,303000.0,23,79,59,23,15,7
48262.14103819784,13576.305982347172,0.00019045,0.00403846,2141889591178998.0,0.0,85600.0,26,79,59,23,15,7
48262.14103819784,13576.305982347172,0.00169779,0.03987654,2141889591178998.0,11153236.0,44400.0,23,79,59,23,15,7
48262.14103819784,13576.305982347172,0.00117977,0.04763331,545399000.0,147879120.0,27300.0,26,79,59,23,15,7
48262.14103819784,13576.305982347172,0.175238,44835.0,2141889591178998.0,142757860.0,21700000.0,8,79,59,23,15,10
648.0,585.0,0.896459,0.903833,1000000000.0,0.0,8990.0,4,97,59,23,15,7
48262.14103819784,13576.305982347172,0.0003621,0.23269099999999998,2700000.0,0.0,99300.0,8,79,59,23,15,7
48262.14103819784,13576.305982347172,0.0035205999999999996,0.23973699999999998,40000000.0,0.0,33800000.0,8,79,59,23,15,7
48262.14103819784,13576.305982347172,0.03765466,0.04064524,2141889591178998.0,0.0,27500.0,26,79,59,23,15,7
1909.0,648.0,3e-08,0.012,15000000000.0,0.0,27400.0,9,80,59,23,15,7
26060.0,4068.0,0.00941446,0.075762,1400000000.0,0.0,27100.0,26,79,59,23,15,7
128749.0,91808.0,0.00474764,0.20708200000000002,1000000000.0,0.0,459000.0,26,79,59,23,15,7
48262.14103819784,13576.305982347172,0.03377119,0.084925,50000000.0,763656000000000.0,26700.0,8,79,59,23,15,7
20383.0,16830.0,0.00082967,0.00200847,3000000000.0,0.0,4920000.0,39,21,14,35,25,10
